Climate Division 0402 Weekly Palmer Drought Index
20050101,0.15
20050108,0.47
20050115,0.47
20050122,-0.21
20050129,-0.18
20050205,-0.65
20050212,-1.21
20050219,-1.23
20050222,-1.06
20050226,-1.38
20050305,-0.82
20050312,-1.67
20050319,-2.12
20050326,-1.06
20050402,-0.89
20050409,-0.38
20050416,-0.65
20050423,-0.79
20050430,-0.73
20050507,0.44
20050514,1.27
20050521,2.36
20050528,2.21
20050601,2.30
20050604,2.24
20050605,2.18
20050607,2.16
20050608,2.17
20050611,2.57
20050612,2.57
20050613,2.55
20050614,2.54
20050615,2.55
20050618,2.91
20050625,2.92
20050627,2.92
20050702,3.67
20050703,-6.29
20050706,3.66
20050709,3.63
20050712,3.63
20050713,3.63
20050715,3.63
20050716,3.63
20050717,3.63
20050718,3.63
20050720,3.63
20050723,3.63
20050724,3.63
20050726,3.64
20050730,3.70
20050802,3.62
20050803,3.62
20050806,3.61
20050807,3.61
20050808,3.60
20050810,3.59
20050813,3.56
20050814,3.55
20050815,3.54
20050816,3.54
20050817,3.53
20050820,3.50
20050821,3.50
20050823,3.48
20050827,3.45
20050828,3.44
20050829,3.43
20050903,3.20
20050905,3.18
20050906,3.17
20050907,3.16
20050910,3.17
20050911,3.17
20050912,3.16
20050913,3.14
20050917,3.09
20050924,2.81
20051001,1.97
20051008,1.72
20051015,1.55
20051022,1.03
20051029,1.03
20051105,0.80
20051112,1.10
20051119,0.51
20051126,0.20
20051203,0.81
20051210,0.58
20051217,0.14
20051224,1.94
20051231,3.32
20060107,3.56
20060114,3.39
20060121,3.45
20060128,3.17
20060204,3.03
20060211,2.11
20060218,1.53
20060225,0.95
20060304,2.43
20060311,2.96
20060318,3.05
20060325,3.09
20060401,3.09
20060408,3.93
20060415,4.40
20060422,4.71
20060429,4.63
20060506,3.78
20060513,3.31
20060520,3.10
20060527,3.55
20060603,3.02
20060610,2.78
20060617,2.77
20060624,2.58
20060701,1.66
20060708,1.56
20060715,1.44
20060722,1.34
20060729,1.30
20060805,0.71
20060812,0.68
20060819,0.66
20060826,0.70
20060902,0.54
20060909,0.32
20060916,0.05
20060923,-0.10
20060930,-0.45
20061007,-0.65
20061014,-0.87
20061021,-1.48
20061028,-1.90
20061104,-1.33
20061111,-1.74
20061118,-1.73
20061125,-2.00
20061202,-1.90
20061209,-2.07
20061216,-1.60
20061223,-1.81
20061230,-1.62
20070106,-1.53
20070113,-1.97
20070120,-2.30
20070127,-2.63
20070203,-2.51
20070210,-2.08
20070217,-1.97
20070224,-2.03
20070303,-0.98
20070310,-2.21
20070324,-3.10
20070331,-3.23
20070407,-3.27
20070414,-3.34
20070421,-3.31
20070428,-3.11
20070505,-2.30
20070512,-2.77
20070519,-3.07
20070526,-2.95
20070602,-3.33
20070609,-3.32
20070616,-3.36
20070623,-3.45
20070630,-3.47
20070707,-3.58
20070714,-3.63
20070721,-3.42
20070728,-3.02
20070804,-2.76
20070811,-2.80
20070818,-2.72
20070825,-2.75
20070901,-2.18
20070908,-2.40
20070915,-2.63
20070922,-2.67
20070929,-2.59
20071006,-2.32
20071013,-1.72
20071020,-1.10
20071027,-1.62
20071103,-1.64
20071110,-1.74
20071117,-2.34
20071124,-2.58
20071201,-2.23
20071208,-1.95
20071215,-2.38
20071222,-1.92
20071229,-2.31
20080105,-0.95
20080112,-0.80
20080119,-1.55
20080126,-1.14
20080202,-0.16
20080209,0.21
20080216,-0.47
20080223,-0.69
20080301,-0.11
20080308,-1.26
20080315,-1.84
20080322,-2.23
20080329,-2.45
20080405,-2.43
20080412,-2.63
20080419,-2.79
20080426,-2.79
20080503,-2.66
20080510,-2.89
20080517,-3.11
20080524,-3.18
20080531,-3.00
20080607,-3.13
20080614,-3.28
20080621,-3.38
20080628,-3.42
20080705,-3.50
20080712,-3.59
20080719,-3.62
20080726,-3.61
20080802,-3.39
20080809,-3.45
20080816,-3.54
20080823,-3.59
20080830,-3.70
20080906,-3.29
20080913,-3.49
20080920,-3.62
20080927,-3.78
20081004,-3.02
20081011,-3.09
20081018,-3.38
20081025,-3.68
20081101,-2.82
20081108,-1.87
20081115,-2.34
20081129,-3.47
20081206,-3.45
20081213,-3.67
20081220,-3.65
20081227,-3.46
20090103,-3.13
20090110,-3.49
20090117,-3.86
20090124,-4.01
20090131,-4.25
20090207,-3.91
20090214,-3.82
20090221,-3.22
20090228,-2.51
20090307,-0.81
20090314,-1.52
20090321,-2.03
20090328,-2.31
20090404,-2.65
20090411,-2.43
20090418,-2.79
20090425,-3.10
20090502,-1.49
20090509,0.16
20090516,-0.32
20090523,-0.78
20090530,-1.13
20090606,0.16
20090613,0.55
20090620,0.50
20090627,0.46
20090704,1.14
20090711,0.94
20090718,0.86
20090725,0.84
20090801,1.17
20090808,1.26
20090815,1.15
20090822,0.99
20090829,0.84
20090905,0.93
20090912,0.69
20090919,0.65
