Climate Division 0402 Weekly Palmer Drought Index
20090926,0.02
20091003,-0.28
20091010,-0.49
20091017,1.12
20091024,1.01
20091031,0.59
20091121,0.09
20091128,-0.28
20091205,-0.51
20091212,-0.47
20091219,-0.25
20091226,-0.47
20100102,-0.30
20100109,-0.65
20100116,-0.63
20100123,0.62
20100130,0.69
20100206,0.60
20100213,0.45
20100220,-0.03
20100227,0.12
20100306,0.39
20100313,0.32
20100320,-0.20
20100327,-0.38
20100403,-0.20
20100410,-0.08
20100417,0.42
20100424,0.57
20100501,0.88
20100508,0.69
20100515,0.85
20100522,0.94
20100529,1.39
20100605,1.53
20100612,1.42
20100619,1.34
20100626,1.30
20100703,1.51
20100710,1.38
20100717,1.33
20100724,1.32
20100731,1.32
20100814,1.25
20100821,1.12
20100828,0.92
20100904,1.19
20100911,1.06
20100918,0.95
20100925,0.76
20101002,-0.06
20101009,0.00
20101016,-0.45
20101023,-0.58
20101030,1.79
20101106,0.85
20101113,1.00
20101120,0.58
20101127,0.97
20101204,0.17
20101218,1.15
20101225,1.56
20110101,1.70
20110108,1.25
20110115,0.73
20110122,-0.15
20110129,-1.01
20110206,-1.11
20110214,-1.46
20110219,-0.74
20110226,-0.74
20110305,-0.67
20110312,-0.84
20110319,0.55
20110326,2.13
20110409,1.13
20110416,0.85
20110423,1.39
20110430,1.47
20110514,0.82
20110521,2.08
20110528,2.38
20110611,3.25
20110618,3.16
20110625,3.09
20110702,4.29
20110709,4.51
20110716,4.41
20110723,4.37
20110730,4.36
20110813,4.33
20110910,3.98
20110917,3.93
20110924,3.54
20111001,2.61
20111015,3.88
20111022,3.70
20111029,3.25
20111105,2.68
20111112,2.42
20111119,1.91
20111126,1.84
20111203,1.11
20111210,0.66
20111217,0.22
20111224,-0.29
20111231,-0.76
20120107,-1.32
20120114,-1.96
20120121,-1.38
20120128,-1.31
20120204,-1.48
20120211,-1.85
20120218,-2.04
20120225,-2.36
20120303,-1.64
20120310,-2.27
20120317,-0.22
20120324,-0.60
20120331,0.44
20120407,0.20
20120414,1.32
20120421,0.99
20120428,1.20
20120505,0.74
20120512,0.23
20120519,-0.14
20120526,-0.33
20120609,0.00
20120616,0.01
20120623,-0.10
20120630,-0.05
20120707,-0.56
20120714,-0.61
20120721,-0.76
20120728,-0.74
20120804,-0.63
20120811,-0.71
20120818,-0.78
20120901,-0.64
20120908,-0.76
20120915,-0.90
20120922,-1.05
20120929,-1.24
20121006,-1.32
20121013,-1.41
20121020,-1.59
20121027,-1.25
20121103,-0.77
20121110,-1.29
20121117,-1.37
20121124,-0.55
20121201,0.54
20121208,1.07
20121215,0.90
20121222,1.18
20121229,1.49
20130105,0.85
20130112,0.30
20130119,-0.55
20130126,-0.89
20130202,-0.83
20130209,-1.22
20130216,-1.53
20130223,-1.77
20130302,-1.55
20130309,-1.86
20130316,-2.25
20130406,-2.14
20130413,-2.39
20130420,-2.55
20130427,-2.73
20130504,-2.61
20130511,-2.64
20130518,-2.73
20130525,-2.88
20130601,-2.77
20130608,-3.04
20130615,-3.12
20130622,-3.17
20130629,-2.43
20130706,-2.72
20130713,-2.76
20130720,-2.81
20130727,-2.80
20130803,-2.60
20130810,-2.66
20130817,-2.72
20130824,-2.73
20130831,-2.83
20130907,-2.13
20130914,-2.48
20130921,-2.58
20130928,-1.93
20131019,-1.87
20131026,-2.31
20131102,-2.01
20131109,-2.40
20131116,-2.53
20131123,-2.53
20131130,-2.80
20131207,-2.58
20131214,-2.85
20131221,-3.09
20131228,-3.34
20140104,-3.24
20140111,-3.56
20140118,-3.89
20140125,-4.26
20140201,-3.43
20140208,-3.52
20140215,-2.60
20140222,-3.12
20140301,-1.84
20140308,-1.10
20140315,-1.51
20140322,-2.33
20140329,-2.00
20140405,-1.20
20140412,-1.76
20140419,-2.17
20140503,-2.00
20140510,-2.08
20140517,-0.08
20140524,-2.73
20140531,-3.07
20140607,-3.06
20140614,-3.20
20140621,-3.28
20140628,-3.27
20140705,-3.51
20140712,-3.55
20140719,-3.59
20140726,-3.54
20140802,-3.42
20140809,-3.17
20140816,-3.22
20140823,-3.30
20140830,-3.39
20140906,-2.99
20140913,-3.19
20140920,-3.33
20140927,-2.63
20141004,-2.70
20141011,-2.62
20141115,-2.62
20141122,-2.66
20141129,-2.80
20141206,-0.60
20141213,0.70
20141220,1.13
20141227,0.65
20150103,0.01
20150110,-0.70
20150117,-1.33
20150124,-2.01
20150131,-2.57
20150207,-1.35
20150214,-1.34
20150221,-2.13
20150228,-2.55
20150307,-2.49
20150314,-2.85
20150321,-3.20
20150328,-3.42
20150404,-3.42
20150411,-3.28
20150418,-3.52
20150425,-3.57
20150502,-3.14
20150509,-3.47
20150516,-3.65
20150523,-3.65
20150530,-3.52
20150606,-3.33
20150613,-3.30
20150620,-3.41
20150627,-3.50
20150704,-3.82
20150711,-3.62
20150718,-3.35
20150725,-3.33
20150801,-3.14
20150808,-3.24
20150815,-3.23
20150822,-3.30
20150829,-3.37
20150912,-3.18
20150919,-3.26
20150926,-3.18
20151003,-3.04
20151010,-3.16
20151017,-3.38
20151031,-3.69
20151107,-3.16
20151114,-3.25
20151121,-3.46
20151128,-3.66
20151205,-2.78
20151212,-2.49
20151219,-2.37
20151226,-1.89
20160102,-2.22
20160109,-1.93
20160116,-1.59
20160123,-0.34
20160130,-0.03
20160206,0.01
20160213,-0.75
20160220,-0.86
20160227,-1.53
20160305,-1.10
20160312,-0.63
20160319,1.09
20160326,1.19
20160402,1.29
20160409,0.35
20160416,0.06
20160423,-0.11
20160430,0.10
20160507,0.50
20160514,0.75
20160521,0.38
20160528,0.52
20160604,0.38
20160611,0.19
20160618,0.10
20160625,0.62
20160702,0.07
20160709,0.21
20160716,0.19
20160723,0.21
20160730,0.19
20160813,0.16
20160820,0.04
20160827,-0.05
20160903,-0.14
20160910,-0.30
20160917,-0.42
20160924,-0.55
20161001,-0.64
20161008,-0.72
20161015,-0.81
20161022,0.13
20161029,0.35
20161105,1.15
20161112,0.60
20161119,0.05
20161126,0.51
20161203,0.01
20161210,0.44
20161217,1.73
20161224,1.45
20161231,0.76
20170107,1.16
20170114,2.75
20170121,3.10
20170128,3.13
20170204,3.15
20170211,4.19
20170218,4.26
20170225,4.69
20170304,3.53
20170311,3.26
20170318,2.52
20170325,3.49
20170401,2.86
20170408,3.93
20170415,4.24
20170422,4.43
20170429,4.27
20170506,3.53
20170513,3.12
20170520,2.86
20170527,2.41
20170603,1.28
20170610,1.79
20170617,1.89
20170624,1.54
20170701,0.03
20170708,0.02
20170715,-0.06
20170722,-0.08
20170729,-0.01
20170805,-0.64
20170812,-0.49
20170819,-0.63
20170826,-0.72
20170902,-1.07
20170909,-1.04
20170916,-1.18
20170923,-1.16
20170930,-1.47
20171007,-1.49
20171014,-1.73
20171021,-1.71
20171028,-1.99
20171104,-1.53
20171111,-1.05
20171118,-0.11
20171125,-0.51
20171202,-0.52
20171209,-1.33
20171216,-1.91
20171223,-2.20
20171230,-2.50
20180106,-2.43
20180113,-2.29
20180120,-2.44
20180127,-2.45
20180203,-2.43
20180210,-2.77
20180217,-3.09
20180303,-2.04
20180310,-2.51
20180317,-1.66
20180324,-0.53
20180331,-1.10
20180407,0.39
20180414,0.28
20180421,0.31
20180428,-0.10
20180505,-0.08
20180512,-0.63
20180519,-0.77
20180526,-0.31
20180602,-0.58
20180609,-0.24
20180616,-0.43
20180623,-0.49
20180630,-0.61
20180707,-0.75
20180714,-0.84
20180721,-0.83
20180728,-0.82
20180804,-1.19
20180811,-1.19
20180818,-1.28
20180825,-1.37
20180901,-1.33
20180908,-1.52
20180915,-1.68
20180922,-1.89
20180929,-2.24
20181006,-1.50
20181013,-1.85
20181020,-2.18
20181027,-2.42
20181103,-2.31
20181110,-2.60
20181117,-2.83
20181124,-2.59
20181201,-1.71
20181208,-2.15
20181215,-2.37
20181222,-2.32
20181229,-2.43
20190105,-2.51
20190112,-1.77
20190119,-0.41
20190126,-0.63
20190202,-0.57
20190209,-0.14
20190216,1.54
20190223,1.23
20190302,1.94
20190309,2.29
20190316,2.04
20190323,1.97
20190330,2.32
20190406,2.40
20190413,2.43
20190420,2.29
20190427,1.82
20190504,1.45
20190511,0.89
20190518,2.24
20190525,2.83
20190601,3.11
20190608,3.07
20190615,2.97
20190622,2.83
20190629,2.73
20190706,2.51
20190713,2.43
20190720,2.43
20190727,2.43
20190803,2.01
20190810,2.41
20190817,2.47
20190824,2.33
20190831,2.20
20190907,1.81
20190914,1.67
20190921,2.61
20190928,2.49
20191005,2.18
20191012,1.83
20191019,1.52
20191026,0.97
20191102,0.40
20191109,0.16
20191116,-0.43
20191123,-1.06
20191130,-1.15
20191207,0.60
20191214,1.08
20191221,0.67
20191228,0.30
20200104,-0.46
20200111,-0.86
20200118,-0.92
20200208,-1.46
20200215,-1.80
20200222,-2.12
20200229,-2.45
20200307,-2.35
20200314,-2.64
20200321,-2.28
20200328,-2.42
20200404,-2.17
20200411,-1.67
20200418,-2.16
20200425,-2.36
20200502,-2.09
20200509,-2.41
20200516,-2.20
20200523,-0.84
20200530,-1.36
20200606,-0.65
20200613,-0.68
20200620,-0.80
20200627,-0.98
20200704,-0.88
20200711,-0.98
20200718,-1.02
20200725,-0.95
20200801,-1.00
20200808,-1.12
20200815,-1.20
20200822,-1.24
20200829,-1.39
20200905,-1.37
20200912,-1.58
20200919,-1.78
20200926,-1.93
20201003,-1.95
20201010,-2.04
20201017,-2.26
20201024,-2.51
20201031,-2.78
20201107,-2.62
20201114,-2.70
20201121,-2.64
20201128,-2.92
20201205,-2.44
20201212,-2.88
20201219,-2.90
20201226,-3.08
20210102,-3.03
20210109,-3.09
20210116,-3.37
20210123,-3.69
20210130,-3.38
20210206,-2.94
20210213,-3.13
20210220,-3.27
20210227,-3.59
20210306,-3.39
20210313,-3.46
20210320,-3.41
20210327,-3.68
20210403,-3.54
20210410,-3.67
20210417,-3.92
20210424,-4.10
20210501,-3.74
20210508,-4.02
20210515,-4.29
20210522,-4.43
20210529,-4.60
20210605,-4.83
20210612,-4.90
20210619,-5.05
20210703,-5.60
20210710,-5.72
20210717,-5.76
20210724,-5.77
20210731,-5.77
20210807,-5.64
20210814,-5.67
20210821,-5.74
20210828,-5.80
20210904,-5.39
20210911,-5.32
20210918,-5.47
20210925,-5.56
20211002,-5.07
20211009,-5.09
20211016,-5.16
20211023,-3.92
20211030,-0.73
20211106,-0.63
20211113,-0.69
20211120,-1.17
20211127,-1.79
20211204,-2.11
20211211,-2.70
20211218,-1.51
20211225,-1.05
20220101,-0.70
20220108,-1.16
20220115,-1.69
20220122,-2.32
20220129,-3.00
20220205,-2.77
20220212,-3.40
20220219,-4.04
20220226,-4.30
20220305,-4.16
20220312,-4.46
20220319,-4.67
20220326,-4.96
20220402,-4.70
20220409,-4.78
20220416,-4.53
20220423,-3.80
20220430,-4.46
20220507,-3.83
20220514,-3.70
20220521,-4.17
20220528,-4.37
20220604,-3.99
20220618,-3.83
20220625,-3.81
20220702,-3.57
20220709,-3.58
20220716,-3.56
20220723,-3.61
20220730,-3.62
20220806,-3.47
20220813,-3.45
20220820,-3.54
20220827,-3.63
20220903,-3.39
20220910,-3.40
20220917,-3.50
20220924,-2.27
20221001,-2.30
20221008,-2.57
20221015,-2.94
20221022,-3.22
20221029,-3.46
20221105,-2.84
20221112,-2.22
20221119,-2.73
20221126,-3.28
20221203,-2.30
20221210,-1.84
20221217,-1.79
20221224,-2.37
20221231,-2.12
20230107,-0.17
20230114,1.41
20230121,1.84
20230128,0.89
20230204,1.63
20230211,1.45
