SiteID,WatershedC,dist_m,dist_m_wb,Latitude,Longitude,YearDeploy,Ecoregions,geometry
TRSC2,TRSC,208.7044859638881,381.03412039620133,38.43484,-121.65677,2021,Central Valley,"c(-144443.340512979, 47781.6379514192)"
TRSC3,TRSC,3.1119944633435597,14.396552463318352,38.43549,-121.66091,2021,Central Valley,"c(-144802.978417269, 47860.1971303723)"
TRSC4,TRSC,1.5159066850061274,146.3484167968855,38.43896,-121.66087,2021,Central Valley,"c(-144792.734521486, 48245.8071727292)"
UOLD1,UOLD,34.464801306974444,643.0466820764137,37.78229,-121.40225,2021,Central Valley,"c(-123327.976038773, -25109.3829419878)"
UOLD3,UOLD,18.885798051955454,539.8290526642058,37.78015,-121.40399,2021,Central Valley,"c(-123484.520781291, -25344.9889472625)"
UOLD4,UOLD,248.60920562353698,706.4640420232796,37.7817,-121.39795,2021,Central Valley,"c(-122950.785282177, -25180.5491243862)"
WICO1,WICO,65.68153328752376,326.1828355266415,38.45533,-121.13032,2022,Central Valley,"c(-98521.0077967515, 49384.5317887529)"
WICO2,WICO,149.90499175758214,315.1790493711634,38.45752,-121.1321,2022,Central Valley,"c(-98673.2420174758, 49629.8083876842)"
WICO3,WICO,99.56496104453454,86.70373012223918,38.4609,-121.13863,2022,Central Valley,"c(-99237.8538462307, 50012.3213855042)"
WICO4,WICO,101.36657628851181,461.59021350718905,38.45994,-121.1332,2022,Central Valley,"c(-98765.8976115294, 49899.94430449)"
DBRU3,DBRU,30.020970128381673,1908.317383417881,38.5448,-122.97995,2021,Coast Range,"c(-259389.388783869, 62819.5360154165)"
HOUS1,HOUS,157.18225289131775,720.9944114663186,38.65439,-123.257246,2021,Coast Range,"c(-283099.057085508, 75788.0813162033)"
HOUS2,HOUS,99.97015433424576,450.64023379135955,38.660416,-123.253424,2021,Coast Range,"c(-282744.022560211, 76446.1091679372)"
HOUS3,HOUS,251.70967883301398,279.14916616525835,38.658623,-123.257013,2021,Coast Range,"c(-283062.653141882, 76257.632816094)"
HOUS4,HOUS,68.69348367515126,178.5491978411387,38.660914,-123.256516,2021,Coast Range,"c(-283010.731129478, 76510.6578621888)"
INDI1,INDI,317.37065550939576,481.67141537814405,39.081583,-123.380088,2021,Coast Range,"c(-292078.791519851, 123613.927789884)"
INDI2,INDI,1.7513536353601342,764.0128727443923,39.077528,-123.375152,2021,Coast Range,"c(-291668.484869172, 123148.338665214)"
INDI3,INDI,62.254575789616055,333.5061319300524,39.081429,-123.375146,2021,Coast Range,"c(-291652.535160305, 123581.609029152)"
INDI4,INDI,60.10264361329587,813.648084402106,39.077527,-123.379138,2021,Coast Range,"c(-292012.798815583, 123160.497342389)"
LOGA1,LOGA,190.68368844131362,964.4321248730221,37.20334,-122.00317,2022,Coast Range,"c(-177531.94320851, -88504.2353337002)"
LOGA2,LOGA,61.384779010579706,711.5030381103048,37.20083,-122.00274,2022,Coast Range,"c(-177499.733287594, -88783.9878298221)"
LOGA3,LOGA,156.43462223338494,1010.659425640969,37.20231,-122.00573,2022,Coast Range,"c(-177761.212669304, -88613.9069843749)"
LOGA4,LOGA,169.77294112773419,543.9837159569465,37.20109,-121.99865,2022,Coast Range,"c(-177136.687476346, -88762.7423070227)"
LPES1,LPES,44.099844435185844,692.601544850551,37.2971,-122.29556,2021,Coast Range,"c(-203188.083417549, -77497.4428544035)"
LPES2,LPES,116.97869116500075,767.9660607160016,37.297057,-122.300308,2021,Coast Range,"c(-203608.379162757, -77492.0352240046)"
LPES3,LPES,15.765839804707458,335.2473279110322,37.29324,-122.29526,2021,Coast Range,"c(-203171.921370713, -77927.0422387538)"
LPES4,LPES,64.84021738181946,97.58977942455589,37.29189,-122.29316,2021,Coast Range,"c(-202989.699121068, -78081.5640712599)"
MILL1,MILL,164.76682361272228,2109.7328136831757,38.57619,-122.9805,2021,Coast Range,"c(-259327.573274242, 66308.5916710165)"
MILL2,MILL,87.6462024209966,2426.6154621545525,38.57488,-122.97636,2021,Coast Range,"c(-258972.048937523, 66151.7296789964)"
MILL3,MILL,23.345688706336933,2373.780499547033,38.57,-122.97651,2021,Coast Range,"c(-259002.123607672, 65609.953167323)"
MILL4,MILL,92.29491579940584,2417.954079528744,38.57386,-122.97114,2021,Coast Range,"c(-258521.559986376, 66024.1576395091)"
NFNV1,NFNV,43.64280119647814,1631.3067808510698,39.181189,-123.603968,2021,Coast Range,"c(-310994.880127444, 135388.622487109)"
NFNV2,NFNV,19.529071035485057,1214.470579140068,39.183875,-123.599094,2021,Coast Range,"c(-310563.164001273, 135670.944520172)"
NFNV3,NFNV,200.37502648569546,1275.7651348629836,39.184055,-123.602129,2021,Coast Range,"c(-310824.166069004, 135700.880648405)"
NFNV4,NFNV,129.05707466649847,903.4075550867159,39.186631,-123.5984536,2021,Coast Range,"c(-310496.308335052, 135974.919804072)"
RW01,RW,3.745793689213754,1055.5127699420043,40.099850000000004,-123.90923,2022,Coast Range,"c(-333114.729387594, 238418.771442021)"
RW02,RW,52.061594338645214,451.00092852077137,40.10553,-123.8985,2022,Coast Range,"c(-332174.980493039, 239011.518670991)"
RW03,RW,229.44906439147255,578.7512346129453,40.10374,-123.89719,2022,Coast Range,"c(-332071.594561793, 238808.266331187)"
RW04,RW,105.13642309986378,388.1197911281243,40.10544,-123.89338,2022,Coast Range,"c(-331739.382418247, 238983.603135817)"
RW05,RW,115.12121819757438,487.2289957529955,40.10445,-123.90059,2022,Coast Range,"c(-332357.894434321, 238898.979532782)"
RW07,RW,24.78950493735864,696.4587859081308,40.11118,-123.88749,2022,Coast Range,"c(-331211.664301957, 239600.064836496)"
RW08,RW,124.4691707276766,639.723162129596,40.11739,-123.88233,2022,Coast Range,"c(-330744.042866656, 240271.267573763)"
RW09,RW,35.21865865223006,360.68966149170285,40.11975,-123.88053,2022,Coast Range,"c(-330580.056066362, 240526.913740593)"
RW10,RW,188.2416835263337,667.1250573381038,40.10538,-123.88851,2022,Coast Range,"c(-331324.935260413, 238959.914306603)"
RW12,RW,101.25003579626654,858.3638447912715,40.11579,-123.88426,2022,Coast Range,"c(-330915.65099834, 240100.426514402)"
RW13,RW,151.42341496326443,455.6258365613096,40.12052,-123.87625,2022,Coast Range,"c(-330212.1527759, 240597.45673284)"
RW14,RW,64.10969530553731,1241.155679473093,40.1272,-123.86688,2022,Coast Range,"c(-329384.124327175, 241306.240919079)"
RW15,RW,47.93141911110705,635.1900046162815,40.10306,-123.90655,2022,Coast Range,"c(-332871.801616673, 238765.619910729)"
RW16,RW,152.1559158916655,790.8145138572627,40.10165,-123.90688,2022,Coast Range,"c(-332906.356801102, 238610.289986392)"
RW17,RW,132.0897026531761,1043.8957621986422,40.10161,-123.88699,2022,Coast Range,"c(-331212.658482557, 238536.187391988)"
RW18,RW,12.514454350129453,800.1824452018842,40.10199,-123.8988,2022,Coast Range,"c(-332216.693605843, 238619.682550546)"
RW19,RW,47.0430339160764,1016.1502473699004,40.09956,-123.895688,2022,Coast Range,"c(-331962.757458237, 238339.087465279)"
RW20,RW,72.64233872262679,887.2488123588435,40.11239,-123.88574,2022,Coast Range,"c(-331057.141875559, 239728.244573544)"
RW21,RW,11.346146647026961,559.69498769616,40.10326,-123.90363,2022,Coast Range,"c(-332622.218613818, 238777.56863217)"
STEV1,STEV,155.30908172559748,1079.401064779421,37.28077,-122.11536,2021,Coast Range,"c(-187281.206304433, -79683.2901772331)"
STEV2,STEV,111.73447183533523,646.1777137904015,37.27889,-122.11101,2021,Coast Range,"c(-186900.800099748, -79900.8048430597)"
STEV3,STEV,77.76290262895456,1256.7433993224197,37.28333,-122.11524,2021,Coast Range,"c(-187264.235531863, -79399.0260406407)"
STEV4,STEV,68.3054645933108,954.3064539968817,37.28126,-122.11301,2021,Coast Range,"c(-187071.972103359, -79633.4743797849)"
WAAU1,WAAU,102.76102082104858,1931.3793589409047,38.51145,-123.12834,2022,Coast Range,"c(-272423.70276197, 59530.4719694313)"
WAAU2,WAAU,174.16746083634052,1661.9210569364964,38.5137,-123.12648,2022,Coast Range,"c(-272253.541706041, 59775.1028248128)"
WAAU3,WAAU,13.703739843208664,2164.404059057529,38.52142,-123.13475,2022,Coast Range,"c(-272945.061484022, 60656.567057332)"
WAAU4,WAAU,28.24745938285237,2377.385517556765,38.5219,-123.13718,2022,Coast Range,"c(-273154.801000023, 60716.8929646309)"
ZASL1,ZASL,131.6753442169143,901.0852278851273,37.1033,-122.03646,2021,Coast Range,"c(-180720.677515425, -99559.067482545)"
ZASL2,ZASL,136.06038732182736,308.5409700051283,37.1007,-122.04465,2021,Coast Range,"c(-181453.598924771, -99832.3650077004)"
ZASL3,ZASL,161.7362876551304,969.3191517737946,37.10153,-122.03584,2021,Coast Range,"c(-180669.890053875, -99756.9512725915)"
ELDO1,ELDO,153.8971478186938,2933.911941863338,39.13892,-120.68323,2022,Sierra Nevada,"c(-59005.0687391721, 124991.879839034)"
ELDO2,ELDO,141.36311277966684,3733.4223601601184,39.14337,-120.67572,2022,Sierra Nevada,"c(-58352.97674649, 125481.787390363)"
ELDO3,ELDO,20.24534971597959,4139.5228917429895,39.14791,-120.67365,2022,Sierra Nevada,"c(-58170.6361787075, 125985.072501945)"
ELDO4,ELDO,145.6390866523566,3347.2161785042094,39.1411,-120.67926,2022,Sierra Nevada,"c(-58660.4818852399, 125231.693061612)"
FORE1,FORE,31.681329846416123,1273.2938199424152,38.39484,-120.46688,2022,Sierra Nevada,"c(-40728.1299612529, 42173.3450474641)"
FORE2,FORE,7.983143453475255,1084.9299929042168,38.39146,-120.47015,2022,Sierra Nevada,"c(-41015.2482612625, 41799.0307451976)"
FORE3,FORE,72.65951528214805,984.2074514147552,38.39461,-120.47023,2022,Sierra Nevada,"c(-41020.4905778126, 42149.2223051111)"
FORE4,FORE,68.34044897159575,1217.2639538020035,38.39281,-120.46794,2022,Sierra Nevada,"c(-40821.7117452984, 41948.1442243014)"
HUSY1,HUSY,5.741833609150475,1775.6094116637591,39.38991,-120.88611,2022,Sierra Nevada,"c(-76265.0318958284, 153028.965377242)"
HUSY2,HUSY,12.037571128588546,887.1078633267904,39.38932,-120.89761,2022,Sierra Nevada,"c(-77255.396372921, 152972.714287095)"
HUSY3,HUSY,185.88015556144387,491.6240445918642,39.39088,-120.90186,2022,Sierra Nevada,"c(-77619.5248582281, 153149.535474361)"
HUSY4,HUSY,10.440284861918927,1407.789597229189,39.38717,-120.8922,2022,Sierra Nevada,"c(-76792.031248662, 152729.407103427)"
MABE1,MABE,122.7241731208535,259.55127887114185,39.11018,-121.00234,2022,Sierra Nevada,"c(-86596.9330900284, 122042.883332598)"
MABE2,MABE,12.02488936486746,870.2178176232055,39.10877,-120.99057,2022,Sierra Nevada,"c(-85581.7411481441, 121875.496537617)"
MABE3,MABE,203.98748781311846,393.8917730114558,39.112,-120.99991,2022,Sierra Nevada,"c(-86384.8683117387, 122242.930550731)"
MABE4,MABE,60.48421621899032,829.1512937219586,39.10849,-120.99592,2022,Sierra Nevada,"c(-86044.2721401173, 121849.221324002)"
WELT1,WELT,21.938600543784545,1602.9523360512005,39.45671,-120.39181,2022,Sierra Nevada,"c(-33691.7186585491, 160165.326796307)"
WELT2,WELT,49.901590590855726,1198.4042712354424,39.45458,-120.39578,2022,Sierra Nevada,"c(-34034.0848234267, 159930.054546584)"
WELT3,WELT,114.57796270707783,1974.1806924765638,39.46177,-120.39102,2022,Sierra Nevada,"c(-33621.467970858, 160727.323563253)"
WELT4,WELT,11.238564650662575,1966.687780606127,39.46583,-120.38916,2022,Sierra Nevada,"c(-33459.6867503061, 161177.819766257)"
WOMY1,WOMY,47.65005060454513,963.0410170861272,39.40022,-120.89787,2022,Sierra Nevada,"c(-77266.3022937501, 154184.150417976)"
WOMY2,WOMY,48.48332411651951,1317.6280662814486,39.40042,-120.89296,2022,Sierra Nevada,"c(-76843.5749018457, 154202.384094935)"
WOMY3,WOMY,86.26543858426639,1571.0711400336127,39.40049,-120.88967,2022,Sierra Nevada,"c(-76560.3896437893, 154207.500907527)"
WOMY4,WOMY,62.572371076521996,847.0724209306259,39.40074,-120.90069,2022,Sierra Nevada,"c(-77508.4214563657, 154244.235246416)"
